page,published_date,price,area,price_per_m2,bedroom,wc,location,home_type,legal_status,furniture
102,01/10/2025,17.06,379.0,45.0,,,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
102,01/10/2025,7.8,146.0,53.42,3.0,3.0,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
102,01/10/2025,7.6,87.5,86.86,,,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
102,01/10/2025,23.9,30.0,796.67,5.0,5.0,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
102,01/10/2025,310.0,360.0,861.11,10.0,10.0,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
102,01/10/2025,9.45,104.0,90.86,,,"Phúc Thọ, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
102,01/10/2025,10.0,75.0,133.33,,,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
102,01/10/2025,4.8,100.0,48.0,,,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
102,01/10/2025,7.3,43.0,169.77,,,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Full nội thất.
102,01/10/2025,5.0,70.0,71.43,2.0,,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,
102,01/10/2025,10.53,162.0,65.0,,,"Mê Linh, Hà Nội",đất nền dự án,Hợp đồng mua bán,
102,01/10/2025,,95.0,,,,"Mê Linh, Hà Nội",đất nền dự án,Hợp đồng mua bán,
102,01/10/2025,7.6,152.0,50.0,3.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
102,01/10/2025,8.2,96.0,85.42,3.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full nội thất.
102,01/10/2025,47.5,130.0,365.38,,,"Thanh Trì, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
102,01/10/2025,23.5,68.0,345.59,,,"Hà Đông, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
102,01/10/2025,1.8,50.0,36.0,,,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
103,01/10/2025,1.8,50.0,36.0,,,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
103,01/10/2025,12.5,55.0,227.27,,,"Hà Đông, Hà Nội",đất,,
103,01/10/2025,5.5,33.0,166.67,3.0,4.0,"Gia Lâm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
103,01/10/2025,112.0,135.0,829.63,9.0,9.0,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
103,01/10/2025,,296.0,,,,"Thạch Thất, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
103,01/10/2025,5.1,30.0,170.0,2.0,1.0,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
103,01/10/2025,22.14,54.0,410.0,7.0,6.0,"Hoàng Mai, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
103,01/10/2025,7.8,42.0,185.71,3.0,,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,"Nội thất nhập khẩu, mới đẹp"
103,01/10/2025,,146.0,,,,"Hà Đông, Hà Nội",căn hộ chung cư,,
103,01/10/2025,7.2,89.0,80.9,3.0,2.0,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
103,30/09/2025,27.3,173.0,157.8,,,"Thanh Xuân, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
103,30/09/2025,3.2,43.0,74.42,1.0,1.0,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
103,30/09/2025,9.5,50.0,190.0,,,"Long Biên, Hà Nội",đất,,
103,30/09/2025,1.8,40.0,45.0,,,"Phúc Thọ, Hà Nội",đất,Sổ đỏ/ Sổ hồng.,
103,30/09/2025,12.2,84.0,145.24,1.0,1.0,"Gia Lâm, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,Cơ bản.
103,30/09/2025,3.45,43.0,80.23,1.0,1.0,"Gia Lâm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
103,30/09/2025,3.39,46.0,73.7,1.0,1.0,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ.
103,30/09/2025,2.4,28.0,85.71,1.0,1.0,"Gia Lâm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản.
103,30/09/2025,,291.0,,,,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
103,30/09/2025,8.2,35.0,234.29,3.0,4.0,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,8.2,35.0,234.29,3.0,4.0,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,9.5,46.0,206.52,4.0,4.0,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,41.0,110.0,372.73,,,"Hà Đông, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
104,30/09/2025,7.8,40.0,195.0,4.0,,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,10.0,412.5,24.24,,,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
104,30/09/2025,8.6,45.0,191.11,4.0,,"Thanh Xuân, Hà Nội",nhà riêng,,
104,30/09/2025,,79.3,,2.0,2.0,"Hà Đông, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,
104,30/09/2025,4.5,41.8,107.66,1.0,1.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
104,30/09/2025,55.0,59.0,932.2,9.0,6.0,"Thanh Xuân, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,,89.0,,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,
104,30/09/2025,17.5,142.0,123.24,3.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,,2.0,,,,"Thanh Oai, Hà Nội","kho, nhà xưởng",,
104,30/09/2025,10.32,86.0,120.0,,,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",,
104,30/09/2025,7.6,125.0,60.8,4.0,3.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ.,"Đầy đủ. Nội thất sang trọng, đến chỉ việc ở ngay, khu văn minh dân trí cao, giao thông thuận tiện, hạ tầng hoàn chỉnh, có tầng hầm để xe máy, ô tô, tầng 1 vườn hoa, sân chơi."
104,30/09/2025,79.5,110.0,722.73,,,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,32.0,130.0,246.15,29.0,29.0,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,3.48,87.0,40.0,,,"Ba Vì, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
104,30/09/2025,,210.0,,3.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,,Đầy đủ
104,30/09/2025,139.0,205.0,678.05,,,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
104,30/09/2025,6.99,24.0,291.25,3.0,3.0,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
105,30/09/2025,6.99,24.0,291.25,3.0,3.0,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
105,30/09/2025,7.8,63.0,123.81,2.0,1.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ,
105,30/09/2025,13.0,42.0,309.52,3.0,5.0,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng.,"Đầy đủ hệ thống điện thông minh hàng thương hiệu, cửa cuốn audor chính hiệu điều khiển thông minh từ xa, tủ bếp kịch trần gỗ xịn đời mới nhất phủ acylic."
105,30/09/2025,11.0,85.0,129.41,2.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
105,30/09/2025,,130.0,,,,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
105,30/09/2025,8.9,94.6,94.08,2.0,2.0,"Tây Hồ, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
105,30/09/2025,,250.0,,,,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
105,30/09/2025,,45.7,,,,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng.,
105,30/09/2025,10.0,130.0,76.92,3.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,
105,30/09/2025,10.5,156.0,67.31,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
105,30/09/2025,7.2,67.0,107.46,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,,
105,30/09/2025,6.5,98.0,66.33,3.0,2.0,"Thanh Trì, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,Đầy đủ
105,30/09/2025,,300.0,,,,"Mê Linh, Hà Nội",đất nền dự án,Sổ đỏ/ Sổ hồng,
105,30/09/2025,33.5,120.0,279.17,,,"Long Biên, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
105,30/09/2025,6.0,33.0,181.82,3.0,3.0,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
105,30/09/2025,,6.325,,,,"Ba Vì, Hà Nội","trang trại, khu nghỉ dưỡng",Sổ đỏ/ Sổ hồng,
105,30/09/2025,8.3,45.0,184.44,8.0,,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
105,30/09/2025,6.3,32.0,196.88,3.0,4.0,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
105,30/09/2025,,105.0,,3.0,2.0,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
105,30/09/2025,1.8,50.0,36.0,,,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
106,30/09/2025,10.3,187.0,55.08,5.0,3.0,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
106,30/09/2025,1.8,50.0,36.0,,,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
106,30/09/2025,,72.0,,2.0,2.0,"Hà Đông, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Đầy đủ
106,30/09/2025,,300.0,,4.0,4.0,"Quốc Oai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
106,30/09/2025,16.82,116.0,145.0,,,"Bắc Từ Liêm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
106,30/09/2025,5.05,92.0,54.89,3.0,2.0,"Hà Đông, Hà Nội",căn hộ chung cư,50 năm,Đầy đủ
106,30/09/2025,20.5,90.0,227.78,4.0,3.0,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
106,30/09/2025,,55.0,,,,"Long Biên, Hà Nội","shophouse, nhà phố thương mại",Hợp đồng mua bán,
106,30/09/2025,,75.0,,6.0,6.0,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản
106,30/09/2025,42.0,90.0,466.67,,,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
106,30/09/2025,16.0,85.0,188.24,6.0,5.0,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
106,30/09/2025,13.5,145.0,93.1,3.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
106,30/09/2025,,154.0,,5.0,5.0,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",,Full
106,30/09/2025,8.0,38.0,210.53,,,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
106,30/09/2025,32.0,100.0,320.0,4.0,5.0,"Thanh Xuân, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,Cơ bản
106,30/09/2025,,64.0,,2.0,2.0,"Gia Lâm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,
106,30/09/2025,19.5,180.0,108.33,3.0,3.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
106,30/09/2025,6.96,80.0,87.0,,,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
106,30/09/2025,6.2,95.0,65.26,3.0,,"Thanh Trì, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
106,30/09/2025,3.1,30.1,102.99,3.0,2.0,"Chương Mỹ, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
107,30/09/2025,,119.0,,,,"Sóc Sơn, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
107,30/09/2025,85.5,275.0,310.91,5.0,5.0,"Long Biên, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
107,30/09/2025,29.5,144.0,204.86,4.0,4.0,"Long Biên, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
107,30/09/2025,55.0,220.0,250.0,12.0,5.0,"Gia Lâm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
107,30/09/2025,61.9,93.0,665.59,9.0,9.0,"Ba Đình, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
107,30/09/2025,5.0,78.0,64.1,2.0,2.0,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full nội thất hiện đại.
107,30/09/2025,27.26,94.0,290.0,,,"Nam Từ Liêm, Hà Nội","shophouse, nhà phố thương mại",,"- Sẵn sàng bàn giao: Nhận nhà vào ở ngay, tiết kiệm thời gian và công sức."
107,30/09/2025,43.94,130.0,338.0,6.0,6.0,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ,
107,30/09/2025,61.0,267.0,228.46,8.0,7.0,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng.,Cơ bản.
107,30/09/2025,14.0,110.0,127.27,,,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
107,30/09/2025,35.0,130.0,269.23,4.0,4.0,"Hoàn Kiếm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
107,30/09/2025,9.0,1.0,9.0,,,"Thanh Oai, Hà Nội",đất nền dự án,,
107,30/09/2025,5.9,92.0,64.13,3.0,2.0,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Nội thất cơ bản chỉ về lắp tủ bếp và điều hòa ở ngay.
107,29/09/2025,16.75,54.0,310.18,6.0,7.0,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
107,29/09/2025,,75.0,,5.0,4.0,"Đan Phượng, Hà Nội","nhà biệt thự, liền kề",,
107,29/09/2025,47.0,97.0,484.54,7.0,7.0,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
107,29/09/2025,,120.0,,3.0,2.0,"Ba Đình, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
107,29/09/2025,,100.0,,,,"Mê Linh, Hà Nội",đất nền dự án,Sổ đỏ/ Sổ hồng,
107,29/09/2025,7.0,36.0,194.44,3.0,5.0,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
107,29/09/2025,,100.0,,,,"Sơn Tây, Hà Nội","nhà biệt thự, liền kề",,
108,29/09/2025,,100.0,,,,"Sơn Tây, Hà Nội","nhà biệt thự, liền kề",,
108,29/09/2025,9.2,57.0,161.39,4.0,3.0,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
108,29/09/2025,4.2,40.0,105.0,1.0,1.0,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
108,29/09/2025,82.0,2.7,30.37,,,"Hoàng Mai, Hà Nội",loại bất động sản khác,Sổ đỏ/ Sổ hồng,
108,29/09/2025,24.6,90.0,273.33,5.0,6.0,"Long Biên, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất.
108,29/09/2025,23.0,80.0,287.5,8.0,8.0,"Long Biên, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
108,29/09/2025,2.9,50.0,58.0,,,"Hoàng Mai, Hà Nội",đất,Hợp đồng mua bán,
108,29/09/2025,3.55,61.0,58.2,2.0,1.0,"Hà Đông, Hà Nội",căn hộ chung cư,Đang chờ sổ,Cơ bản
108,29/09/2025,28.0,54.0,518.52,8.0,,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ sổ hồng,
108,29/09/2025,15.2,100.0,152.0,,,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,
108,29/09/2025,6.45,72.9,88.48,2.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Đầy đủ
108,29/09/2025,7.5,81.7,91.8,,,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
108,29/09/2025,,137.0,,3.0,2.0,"Đống Đa, Hà Nội",căn hộ chung cư,,"Tivi, tủ lạnh, máy giặt, điều hòa, nóng lạnh, sofa, bếp nướng, lò vi sóng, hệ thống bếp, tủ bếp, tủ âm tường, thiết bị vệ sinh..."
108,29/09/2025,8.2,101.4,80.87,3.0,2.0,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,"- Hệ thống bếp và tủ bếp thương hiệu Hafele. - Điều hoà tổng âm trần Mitsubishi. - Full WC thương hiệu Kohler. - Đèn, trần thạch cao, sàn gỗ."
108,29/09/2025,,75.0,,,,"Hoàng Mai, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,
108,29/09/2025,,145.0,,3.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
108,29/09/2025,23.0,90.0,255.56,4.0,3.0,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,"Luxury, full gỗ óc chó"
108,29/09/2025,,266.0,,,,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",,Cơ bản
108,29/09/2025,6.89,196.9,35.0,,,"Thạch Thất, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
108,29/09/2025,14.3,78.0,183.33,2.0,2.0,"Ba Đình, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
109,29/09/2025,,280.0,,5.0,5.0,"Ba Đình, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
109,29/09/2025,11.0,50.0,220.0,,,"Đan Phượng, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,
109,29/09/2025,10.5,70.0,150.0,,,"Cầu Giấy, Hà Nội",căn hộ chung cư,,
109,29/09/2025,5.6,62.0,90.32,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,,
109,29/09/2025,3.66,85.0,43.0,,,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
109,29/09/2025,20.2,40.0,505.0,4.0,5.0,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
109,29/09/2025,,64.5,,,,"Đông Anh, Hà Nội",đất,,
109,29/09/2025,13.55,55.0,246.36,5.0,4.0,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
109,29/09/2025,1.5,50.0,30.0,,,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ chính chủ,
109,29/09/2025,8.19,65.0,126.0,2.0,2.0,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full hết nội thất.
109,29/09/2025,4.1,68.6,59.77,2.0,2.0,"Đông Anh, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
109,29/09/2025,16.0,160.0,100.0,3.0,2.0,"Tây Hồ, Hà Nội",căn hộ chung cư,Đang chờ sổ,Cơ bản
109,29/09/2025,5.8,75.0,77.33,2.0,2.0,"Thanh Trì, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
109,29/09/2025,,403.0,,,,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,
109,29/09/2025,70.0,200.0,350.0,5.0,4.0,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản.
109,29/09/2025,10.15,70.0,145.0,,,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
109,29/09/2025,9.2,115.0,80.0,3.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
109,29/09/2025,35.0,108.0,324.07,,,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
109,29/09/2025,26.79,116.5,229.96,28.0,15.0,"Nam Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
109,29/09/2025,39.0,125.0,312.0,,,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
110,29/09/2025,37.5,204.0,183.82,,,"Bắc Từ Liêm, Hà Nội",đất,Sổ đỏ/ sổ hồng,
110,29/09/2025,33.5,120.0,279.17,,,"Long Biên, Hà Nội",đất,Sổ đỏ/ Sổ hồng.,
110,29/09/2025,17.5,98.0,178.57,4.0,4.0,"Long Biên, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất.
110,29/09/2025,36.0,85.0,423.53,2.0,2.0,"Long Biên, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Cơ bản
110,29/09/2025,18.6,45.0,413.33,4.0,4.0,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ.
110,29/09/2025,6.99,26.0,268.85,3.0,2.0,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,"Có đủ tiện nghi cơ bản: Điều hoà, nóng lạnh, giường tủ."
110,29/09/2025,39.3,118.0,333.05,5.0,5.0,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,"Hoàn thiện nội thất cao cấp, thang máy nhập khẩu nguyên chiếc, điều hòa âm trần, thiết kế phong cách hiện đại."
110,29/09/2025,14.7,56.0,262.5,,,"Bắc Từ Liêm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
110,28/09/2025,12.5,35.0,357.14,3.0,3.0,"Hà Đông, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
110,28/09/2025,12.0,1.6,7.5,,,"Hoài Đức, Hà Nội","trang trại, khu nghỉ dưỡng",Sổ đỏ/ Sổ hồng,
110,28/09/2025,7.77,88.0,88.3,3.0,2.0,"Ba Đình, Hà Nội",căn hộ chung cư,,Đầy đủ
110,28/09/2025,60.0,180.0,333.33,,,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
110,28/09/2025,7.0,40.0,175.0,,,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
110,28/09/2025,37.0,100.0,370.0,8.0,8.0,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
110,28/09/2025,49.5,140.0,353.57,,,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,"Hoàn thiện mặt ngoài, thô bên trong"
110,28/09/2025,85.0,180.0,472.22,,,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
110,28/09/2025,135.0,232.0,581.9,,,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
110,28/09/2025,3.36,84.0,40.0,,,"Mê Linh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
110,28/09/2025,11.37,232.0,49.0,,,"Hai Bà Trưng, Hà Nội",loại bất động sản khác,Sổ đỏ/ Sổ hồng,
110,28/09/2025,12.9,114.0,113.16,3.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
111,28/09/2025,12.9,114.0,113.16,3.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
111,28/09/2025,5.99,57.0,105.09,1.0,1.0,"Đông Anh, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
111,28/09/2025,21.0,72.0,291.67,6.0,5.0,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
111,28/09/2025,,98.0,,5.0,,"Long Biên, Hà Nội",nhà mặt phố,Sổ đỏ,
111,28/09/2025,48.6,180.0,270.0,5.0,4.0,"Bắc Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Đang chờ sổ,Cơ bản
111,28/09/2025,8.3,69.0,120.29,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
111,28/09/2025,4.2,90.0,46.67,,,"Gia Lâm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
111,28/09/2025,7.8,45.2,172.57,4.0,3.0,"Nam Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
111,27/09/2025,4.0,40.0,100.0,1.0,1.0,"Đống Đa, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Đầy đủ
111,27/09/2025,,107.0,,3.0,2.0,"Đan Phượng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
111,27/09/2025,12.5,75.0,166.67,5.0,4.0,"Đan Phượng, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ 12.5 tỷ.
111,27/09/2025,42.0,140.0,300.0,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản
